PARENT,PARENT SCOPE,CODE,NAME,NAME_EN,NAME_RU,NAME_AR,BUDGET,ACTUAL
09,8434|843|84|8,1.843409.782,ב ס מוזות,,,,393000,
05,8434|843|84|8,1.843405.851,הפעלת מפתן אלון0חב' מוסדות חינוך,,,,438000,
06,8434|843|84|8,1.843406.852,תכנית למניעת אלימות,,,,32000,
07,8434|843|84|8,1.843407.853,פעולות משלימות למפתן,,,,84000,
08,8434|843|84|8,1.843408.854,מיתר0פעילות במפתן אלון,,,,160000,
05,8435|843|84|8,1.843505.781,טיפול בילד בקהילה 0 דרום,,,,481000,
06,8435|843|84|8,1.843506.782,טיפול בילד בקהילה 0 מרכז צפון,,,,206000,
07,8435|843|84|8,1.843507.783,טיפול בילד בקהילה 0 מזרח,,,,268000,
08,8435|843|84|8,1.843508.784,בדיקות פסיכ' לילדים ומסוגלות הור,,,,25000,
02,8435|843|84|8,1.843502.851,תכנית ביתית לקהילה האתיופית,,,,280000,
06,8436|843|84|8,1.843606.411,שכר דירה,,,,80000,
05,8436|843|84|8,1.843605.670,סעיף שאינו חוזר,,,,0,
02,8436|843|84|8,1.843602.781,מקלטים לנערות,,,,16000,
04,8436|843|84|8,1.843604.783,טיפול בפגיעות מיניות,,,,60000,
05,8436|843|84|8,1.843605.784,טיפול בנערות במצוקה 0 דרום,,,,16000,
06,8436|843|84|8,1.843606.785,טיפול בנערות במצוקה 0 מרכז צפון,,,,13000,
07,8436|843|84|8,1.843607.786,טיפול בנערות במצוקה 0 מזרח,,,,20000,
08,8436|843|84|8,1.843608.787,ריכוז ת. לאומית לילדים בסיכון,,,,67000,
09,8436|843|84|8,1.843609.788,בית חם נגבה,,,,142000,
01,8436|843|84|8,1.843601.789,פרו'  בית חם לנערות ערביות ביפו,,,,197000,
08,8436|843|84|8,1.843608.851,תכנית לאומית לילדים ונוער בסיכון,,,,1182000,
09,8436|843|84|8,1.843609.852,בית חם עג'מי ביפו,,,,197000,
02,8436|843|84|8,1.843602.854,תכנית מעטפת לנוער בסיכון,,,,212000,
04,8436|843|84|8,1.843604.856,תכנית יש מצב,,,,426000,
05,8436|843|84|8,1.843605.857,תכנית לאומית לילדי מהגרי עבודה,,,,333000,
07,8436|843|84|8,1.843607.859,תוכנית אפיקים לצעירים וצעירות,,,,335000,
05,8436|843|84|8,1.843605.881,החצר הנשית,,,,40000,
06,8436|843|84|8,1.843606.882,תוכנית לאיתור בני נוער בסיכון,,,,40000,
07,8436|843|84|8,1.843607.883,בית חם לנערות קרית שלום,,,,142000,
08,8436|843|84|8,1.843608.884,תוכנית ידידים0סלע,,,,70000,
09,8436|843|84|8,1.843609.885,תכנית טיפול בנוער להט ב,,,,52000,
01,8436|843|84|8,1.843601.886,דירת מעבר לטרנסג'נדרים,,,,140000,
02,8437|843|84|8,1.843702.110,משכורת כוללת,,,,84000,
08,8437|843|84|8,1.843708.124,החזר הוצאות,,,,6000,
01,8437|843|84|8,1.843701.126,הבראה,,,,6000,
02,8437|843|84|8,1.843702.127,השתתפות באחזקת רכב02,,,,24000,
06,8437|843|84|8,1.843706.130,תשלומים מיוחדים,,,,14000,
08,8437|843|84|8,1.843708.181,מיסים וביטוח לאומי,,,,17000,
09,8437|843|84|8,1.843709.182,קופות גמל והשתלמות,,,,22000,
05,8437|843|84|8,1.843705.851,הפעלת המרכז ע י הח' למוס' חינוך,,,,809000,
12,8442|844|84|8,1.844212.110,משכורת כוללת,,,,487000,
18,8442|844|84|8,1.844218.124,החזר הוצאות,,,,20000,
11,8442|844|84|8,1.844211.126,הבראה,,,,23000,
12,8442|844|84|8,1.844212.127,השתתפות באחזקת רכב 0 4,,,,69000,
16,8442|844|84|8,1.844216.130,תשלומים מיוחדים,,,,122000,
18,8442|844|84|8,1.844218.181,מיסים וביטוח לאומי,,,,98000,
19,8442|844|84|8,1.844219.182,קופות גמל והשתלמות,,,,73000,
18,8442|844|84|8,1.844218.310,שעות נוספות רשומות,,,,37000,
16,8442|844|84|8,1.844216.463,טלפונים,,,,17000,
17,8442|844|84|8,1.844217.691,מערכות מידע ומחשוב,,,,240000,
18,8442|844|84|8,1.844218.781,טיפול בזקן 0 כלל עירוני,,,,130000,
03,8443|844|84|8,1.844303.751,הוצאות בגין מימוש נכסי קשישים,,,,200000,
09,8443|844|84|8,1.844309.781,השמת קשישים בבתי אבות+ג ש,,,,18192000,
01,8443|844|84|8,1.844301.782,נופשונים לקשישים,,,,90000,
02,8443|844|84|8,1.844302.783,השמת קשישי ריינפלץ בגבעת השלושה,,,,32000,
03,8443|844|84|8,1.844303.784,השתת בגרעון גבעת השלושה,,,,1120000,
07,8443|844|84|8,1.844307.788,סידורי חירום לקשישים,,,,20000,
08,8443|844|84|8,1.844308.789,השמת קשישים במימון עצמי מלא,,,,960000,
12,8444|844|84|8,1.844412.781,אגף דרום,,,,900000,
13,8444|844|84|8,1.844413.782,אגף מרכז צפון,,,,1269000,
14,8444|844|84|8,1.844414.783,אגף מזרח,,,,827000,
15,8444|844|84|8,1.844415.784,פנינת המזרח,,,,15000,
21,8444|844|84|8,1.844421.670,סעיף שאינו חוזר,,,,0,
21,8444|844|84|8,1.844421.751,אספקת ארוחות קפואות ומצוננות,,,,437000,
27,8444|844|84|8,1.844427.781,סבסוד שכונות תומכות,,,,700000,
28,8444|844|84|8,1.844428.782,הפעלת שכונות תומכות,,,,130000,
21,8444|844|84|8,1.844421.784,חסידי אומות העולם,,,,70000,
22,8444|844|84|8,1.844422.785,סדר פסח,,,,30000,
24,8444|844|84|8,1.844424.787,תוכנית חי ל0חיים לשנים,,,,30000,
25,8444|844|84|8,1.844425.788,פרויקט בית חם,,,,94000,
24,8444|844|84|8,1.844424.851,הפעלת מט זיות במסגרות דיור מוגן,,,,220000,
25,8444|844|84|8,1.844425.852,תוכנית גישור לקשישים,,,,50000,
26,8444|844|84|8,1.844426.853,פרוייקט ניצולי שואה0חב' מוס',,,,320000,
21,8444|844|84|8,1.844421.881,תעסוקה לגיל השלישי0 עמותת 50+0,,,,80000,
36,8444|844|84|8,1.844436.881,נדחי חב ס קשת רעות ובית שרה,,,,1500000,
12,8445|844|84|8,1.844512.110,משכורת כוללת )עובדים להעברה00.5(,,,,643000,
18,8445|844|84|8,1.844518.124,החזר הוצאות,,,,44000,
11,8445|844|84|8,1.844511.126,הבראה,,,,44000,
12,8445|844|84|8,1.844512.127,השתתפות באחזקת רכב 0 8,,,,124000,
16,8445|844|84|8,1.844516.130,תשלומים מיוחדים,,,,184000,
18,8445|844|84|8,1.844518.181,מיסים וביטוח לאומי,,,,135000,
19,8445|844|84|8,1.844519.182,קופות גמל והשתלמות,,,,129000,
18,8445|844|84|8,1.844518.310,שעות נוספות רשומות,,,,6000,
13,8445|844|84|8,1.844513.411,שכר דירה,,,,129000,
15,8445|844|84|8,1.844515.851,מרכז רב שרותים נוה שרת,,,,375000,
16,8445|844|84|8,1.844516.852,מועדון טולוז,,,,92000,
17,8445|844|84|8,1.844517.853,מועדון פלורנטין,,,,107000,
19,8445|844|84|8,1.844519.855,מרכז רב שרותים היימס)שפירא(,,,,217000,
12,8445|844|84|8,1.844512.857,מרכז רב שרותים צוקר )רש י(,,,,363000,
13,8445|844|84|8,1.844513.858,מרכז רב שרותים קוסאר,,,,240000,
14,8445|844|84|8,1.844514.859,מועדון בית עמיעז,,,,122000,
19,8445|844|84|8,1.844519.871,סעיף שאינו חוזר,,,,0,
27,8445|844|84|8,1.844527.110,משכורת כוללת,,,,88000,
24,8445|844|84|8,1.844524.124,החזר הוצאות,,,,9000,
26,8445|844|84|8,1.844526.126,הבראה,,,,7000,
27,8445|844|84|8,1.844527.127,השתתפות באחזקת רכב03,,,,33000,
22,8445|844|84|8,1.844522.130,תשלומים מיוחדים,,,,29000,
24,8445|844|84|8,1.844524.181,מיסים וביטוח לאומי,,,,21000,
25,8445|844|84|8,1.844525.182,קופות גמל והשתלמות,,,,30000,
21,8445|844|84|8,1.844521.851,מרכז רב שרותים נוה תמר,,,,412000,
22,8445|844|84|8,1.844522.852,מרכז רב שרותים התקוה,,,,425000,
24,8445|844|84|8,1.844524.854,מועדון קשישים מתנס נוה גולן,,,,181000,
25,8445|844|84|8,1.844525.855,מועדון לקהילת קשישים,,,,25000,
28,8445|844|84|8,1.844528.858,נדחי חב ס,,,,1593000,
24,8445|844|84|8,1.844524.870,סעיף שאינו חוזר,,,,0,
26,8445|844|84|8,1.844526.999,השתת' פע' לקשיש במתנ ס צבי שפירא,,,,14000,
28,8445|844|84|8,1.844528.999,השתת' פע' לקשיש במתנ ס בבלי,,,,10000,
48,8445|844|84|8,1.844548.110,משכורת כוללת,,,,125000,
45,8445|844|84|8,1.844545.124,החזר הוצאות,,,,5000,
47,8445|844|84|8,1.844547.126,הבראה,,,,7000,
48,8445|844|84|8,1.844548.127,השתתפות באחזקת רכב 0 1,,,,27000,
43,8445|844|84|8,1.844543.130,תשלומים מיוחדים,,,,58000,
45,8445|844|84|8,1.844545.181,מיסים וביטוח לאומי,,,,29000,
46,8445|844|84|8,1.844546.182,קופות גמל והשתלמות,,,,20000,
45,8445|844|84|8,1.844545.310,שעות נוספות רשומות,,,,4000,
45,8445|844|84|8,1.844545.781,מרכז רב שרותים גונדה )יגור(,,,,182000,
43,8445|844|84|8,1.844543.788,מרכז יום משולב0 אביבים,,,,292000,
66,8445|844|84|8,1.844566.781,מרכז רב שירותים 0ע ש לוטי רייך,,,,700000,
67,8445|844|84|8,1.844567.782,מרכז שרותים פורטר,,,,313000,
68,8445|844|84|8,1.844568.783,מועדון הכרם,,,,152000,
61,8445|844|84|8,1.844561.785,מועדון מיטשל)מנדלשטאם(0חב' רעות,,,,787000,
69,8445|844|84|8,1.844569.881,הפעלת מרכז מוצא0עמותת מטב,,,,556000,
07,8451|845|84|8,1.845107.110,משכורת כוללת,,,,1388000,
04,8451|845|84|8,1.845104.124,החזר הוצאות,,,,92000,
06,8451|845|84|8,1.845106.126,הבראה,,,,85000,
07,8451|845|84|8,1.845107.127,השתתפות באחזקת רכב 0 14,,,,215000,
02,8451|845|84|8,1.845102.130,תשלומים מיוחדים,,,,337000,
04,8451|845|84|8,1.845104.181,מיסים וביטוח לאומי,,,,285000,
05,8451|845|84|8,1.845105.182,קופות גמל והשתלמות,,,,276000,
05,8451|845|84|8,1.845105.230,משימה חולפת 0 0.5,,,,45000,
04,8451|845|84|8,1.845104.310,שעות נוספות רשומות,,,,35000,
01,8451|845|84|8,1.845101.340,שעות נוספות מיוחדות,,,,2000,
02,8451|845|84|8,1.845102.463,טלפונים,,,,10000,
03,8451|845|84|8,1.845103.691,מערכות מידע ומחשוב,,,,160000,
04,8451|845|84|8,1.845104.781,השת' לצ'ימס בעלות אחזקת היחידה,,,,77000,
05,8451|845|84|8,1.845105.782,קידום הנגשה רכה למוגבלים,,,,40000,
01,8452|845|84|8,1.845201.781,השמת מפגרים במוסדות ממשלתיים,,,,25209000,
02,8452|845|84|8,1.845202.782,השמת מפגרים במוסדות אחרים,,,,72375000,
04,8452|845|84|8,1.845204.784,משפחות אומנה למפגר,,,,275000,
08,8453|845|84|8,1.845308.782,מעונות יום טיפולי0נדחי חוק,,,,6401000,
09,8453|845|84|8,1.845309.783,מעונות יום אימוניות,,,,71000,
02,8453|845|84|8,1.845302.785,הסעות למסגרות יומיות0זכאי חוק,,,,1470000,
03,8453|845|84|8,1.845303.786,מעונות יום שיקומיים למפגר0ז.חוק,,,,52000,
04,8453|845|84|8,1.845304.787,נופשונים,,,,188000,
05,8453|845|84|8,1.845305.788,מועדון חברתי,,,,257000,
06,8453|845|84|8,1.845306.861,ליווי הסעות למעונות יום שיקומיים,,,,868000,
08,8454|845|84|8,1.845408.411,שכר דירה ודמי חכירה,,,,10000,
04,8454|845|84|8,1.845404.781,שרותים תומכים למפגר,,,,1200000,
06,8454|845|84|8,1.845406.783,מעשי ם,,,,2863000,
07,8454|845|84|8,1.845407.784,צרכים מיוחדים פגור,,,,28000,
02,8454|845|84|8,1.845402.788,פרוייקט סביבה תומכת למפגר,,,,576000,
04,8454|845|84|8,1.845404.870,סעיף שאינו חוזר,,,,0,
01,8455|845|84|8,1.845501.781,השמת אוטיסטים במוסדות,,,,8466000,
03,8455|845|84|8,1.845503.783,מעונות יום שיקומיים לאוטיסטים0ז.,,,,1128000,
04,8455|845|84|8,1.845504.784,מרכז תעסוקה לאוטיסטים,,,,800000,
05,8455|845|84|8,1.845505.785,סמך מקצועי לאוטיסטים,,,,500000,
06,8455|845|84|8,1.845506.786,נופשונים וקיטנות לאוטיסטים,,,,63000,
07,8455|845|84|8,1.845507.787,הסעות לאוטיסטים לתעסוקה,,,,267000,
09,8455|845|84|8,1.845509.789,מועדונים לאוטיסטים,,,,76000,
02,8461|846|84|8,1.846102.781,השמת ילדים עוורים במוסדות,,,,477000,
23,8462|846|84|8,1.846223.110,משכורת כוללת,,,,449000,
29,8462|846|84|8,1.846229.124,החזר הוצאות,,,,32000,
22,8462|846|84|8,1.846222.126,הבראה,,,,32000,
23,8462|846|84|8,1.846223.127,השתתפות באחזקת רכב 0 3,,,,50000,
27,8462|846|84|8,1.846227.130,תשלומים מיוחדים,,,,79000,
26,8462|846|84|8,1.846226.170,סעיף שאינו חוזר,,,,0,
29,8462|846|84|8,1.846229.181,מיסים וביטוח לאומי,,,,84000,
21,8462|846|84|8,1.846221.182,קופות גמל והשתלמות,,,,98000,
29,8462|846|84|8,1.846229.310,שעות נוספות רשומות,,,,6000,
24,8462|846|84|8,1.846224.411,שכר דירה,,,,9000,
28,8462|846|84|8,1.846228.431,מים,,,,6000,
22,8462|846|84|8,1.846222.434,תקוני מבנים  מתקנים ואינונטר,,,,25000,
23,8462|846|84|8,1.846223.435,חשמל ואנרגיה,,,,30000,
25,8462|846|84|8,1.846225.461,צרכי משרד,,,,6000,
27,8462|846|84|8,1.846227.463,טלפונים,,,,40000,
25,8462|846|84|8,1.846225.720,חומרים,,,,11000,
23,8462|846|84|8,1.846223.751,נקיון קבלני,,,,133000,
26,8462|846|84|8,1.846226.851,הפעלת מרש ל0חב' מוסדות חינוך,,,,460000,
26,8462|846|84|8,1.846226.932,ציוד וריהוט משרדי,,,,20000,
05,8463|846|84|8,1.846305.781,מפעלי שיקום לעיוור,,,,135000,
08,8463|846|84|8,1.846308.784,שיקום העיוור בקהילה,,,,56000,
09,8463|846|84|8,1.846309.785,מפעלי תעסוקה לעיוור,,,,750000,
01,8463|846|84|8,1.846301.786,הדרכת העוור ובני ביתו,,,,330000,
02,8463|846|84|8,1.846302.787,הפעלת מועדונים לעיוור0האג' למען,,,,156000,
02,8464|846|84|8,1.846402.781,השמת נכים במס' חוץ ביתיות,,,,24076000,
08,8465|846|84|8,1.846508.781,מסגרות יום לילד המוגבל0נדחי חוק,,,,610000,
09,8465|846|84|8,1.846509.782,מעונות יום שיקומיים לנכים0זכאי ח,,,,2957000,
01,8465|846|84|8,1.846501.783,מרכז יום לנכים קשים,,,,1181000,
05,8466|846|84|8,1.846605.781,הסעות נכים,,,,170000,
08,8466|846|84|8,1.846608.784,מרכזי אבחון ושיקום,,,,394000,
02,8466|846|84|8,1.846602.787,תעסוקה מוגנת למוגבל,,,,1274000,
03,8466|846|84|8,1.846603.788,תעסוקה נתמכת לנכים,,,,477000,
04,8466|846|84|8,1.846604.789,תכנית מעבר,,,,228000,
09,8466|846|84|8,1.846609.841,השתתפות לחב' מת ש,,,,264000,
02,8467|846|84|8,1.846702.781,נכים קשים בקהילה,,,,165000,
03,8467|846|84|8,1.846703.782,שיקום נכים בקהילה,,,,50000,
06,8467|846|84|8,1.846706.785,תוכניות לילד החריג,,,,350000,
07,8467|846|84|8,1.846707.786,נופשון הבראה למוגבלים,,,,83000,
08,8467|846|84|8,1.846708.787,שיקום נכים ביתי,,,,207000,
09,8467|846|84|8,1.846709.788,קהילה תומכת,,,,375000,
08,8467|846|84|8,1.846708.851,מועדון חברתי לנכים 0 חב' מוס ח,,,,62000,
09,8467|846|84|8,1.846709.852,תוכנית עמית למשפחה,,,,24000,
05,8467|846|84|8,1.846705.881,מועדון חברתי לנכים0נאמן רעות,,,,51000,
06,8468|846|84|8,1.846806.788,מועדון לחירש ולעיוור,,,,133000,
02,8468|846|84|8,1.846802.881,השתתפות לאגודת חרשים0אח א,,,,55000,
03,8481|848|84|8,1.848103.110,משכורת כוללת,,,,200000,
09,8481|848|84|8,1.848109.124,החזר הוצאות,,,,14000,
02,8481|848|84|8,1.848102.126,הבראה,,,,13000,
03,8481|848|84|8,1.848103.127,השתתפות באחזקת רכב 0 2,,,,29000,
07,8481|848|84|8,1.848107.130,תשלומים מיוחדים,,,,54000,
09,8481|848|84|8,1.848109.181,מיסים וביטוח לאומי,,,,42000,
01,8481|848|84|8,1.848101.182,קופות גמל והשתלמות,,,,35000,
09,8481|848|84|8,1.848109.310,שעות נוספות רשומות,,,,13000,
06,8481|848|84|8,1.848106.340,שעות נוספות מיוחדות,,,,1000,
07,8481|848|84|8,1.848107.463,טלפונים,,,,10000,
09,8481|848|84|8,1.848109.521,הדרכה וכנסים,,,,4000,
03,8481|848|84|8,1.848103.670,סעיף שאינו חוזר,,,,0,
03,8481|848|84|8,1.848103.751,כנס מתנדבים,,,,30000,
09,8481|848|84|8,1.848109.781,פעילות התנדבות בקהילה0כלל עירוני,,,,30000,
01,8481|848|84|8,1.848101.782,פעילות התנדבות בקהילה 0 דרום,,,,16000,
02,8481|848|84|8,1.848102.783,פעילות התנדבות בקהילה 0 מרכז צ,,,,16000,
03,8481|848|84|8,1.848103.784,פעילות התנדבות בקהילה 0 מזרח,,,,16000,
05,8481|848|84|8,1.848105.786,בנות שרות לאומי,,,,212000,
06,8481|848|84|8,1.848106.787,לשכות שרות לאזרח,,,,32000,
07,8481|848|84|8,1.848107.788,נסיעות למתנדבים,,,,40000,
08,8481|848|84|8,1.848108.789,קרן בלה ואברהם לבנטל,,,,100000,
03,8481|848|84|8,1.848103.881,השתת' למועצת ארגוני מתנדבים,,,,10000,
09,8482|848|84|8,1.848209.110,משכורת כוללת,,,,771000,
06,8482|848|84|8,1.848206.124,החזר הוצאות,,,,41000,
08,8482|848|84|8,1.848208.126,הבראה,,,,41000,
09,8482|848|84|8,1.848209.127,השתתפות באחזקת רכב 0 9,,,,169000,
04,8482|848|84|8,1.848204.130,תשלומים מיוחדים,,,,109000,
06,8482|848|84|8,1.848206.181,מיסים וביטוח לאומי,,,,151000,
07,8482|848|84|8,1.848207.182,קופות גמל והשתלמות,,,,162000,
06,8482|848|84|8,1.848206.310,שעות נוספות רשומות,,,,37000,
01,8482|848|84|8,1.848201.411,שכר דירה ודמי חכירה,,,,38000,
05,8482|848|84|8,1.848205.691,מערכות מידע ומחשוב,,,,180000,
06,8482|848|84|8,1.848206.781,פעילות קהילתית 0כלל עירוני,,,,60000,
05,8482|848|84|8,1.848205.853,פעילות קהילתית 0 דרום,,,,40000,
06,8482|848|84|8,1.848206.854,פעילות קהילתית 0 מרכז צפון,,,,20000,
07,8482|848|84|8,1.848207.855,פעילות קהילתית 0 מזרח,,,,46000,
06,8482|848|84|8,1.848206.870,סעיף שאינו חוזר,,,,0,
09,8482|848|84|8,1.848209.881,מרכז מידע וסיוע ע י עמותת פרדס,,,,100000,
06,8483|848|84|8,1.848306.110,משכורת כוללת,,,,2483000,
03,8483|848|84|8,1.848303.124,החזר הוצאות,,,,203000,
05,8483|848|84|8,1.848305.126,הבראה,,,,138000,
06,8483|848|84|8,1.848306.127,השתתפות באחזקת רכב 0 27,,,,376000,
01,8483|848|84|8,1.848301.130,תשלומים מיוחדים,,,,741000,
09,8483|848|84|8,1.848309.170,סעיף שאינו חוזר,,,,0,
03,8483|848|84|8,1.848303.181,מיסים וביטוח לאומי,,,,528000,
04,8483|848|84|8,1.848304.182,קופות גמל והשתלמות,,,,644000,
03,8483|848|84|8,1.848303.310,שעות נוספות רשומות,,,,113000,
09,8483|848|84|8,1.848309.340,שעות נוספות מיוחדות,,,,26000,
07,8483|848|84|8,1.848307.411,שכר דירה,,,,60000,
02,8483|848|84|8,1.848302.691,מערכות מידע ומחשוב,,,,420000,
03,8483|848|84|8,1.848303.781,בדיקות שתן,,,,150000,
05,8483|848|84|8,1.848305.783,מרכז יום לנוער בסמים,,,,300000,
06,8483|848|84|8,1.848306.784,פרויקט אוניברסיטה לעם,,,,16000,
08,8483|848|84|8,1.848308.786,טיפול באלכוהוליסטים,,,,1200000,
01,8483|848|84|8,1.848301.788,פעילויות לנגמלים,,,,29000,
02,8483|848|84|8,1.848302.789,טיפול במכורי סמים בתמח ת,,,,100000,
09,8483|848|84|8,1.848309.851,הפעלת מ.יום לנגמלים ע י מוס ח,,,,400000,
01,8483|848|84|8,1.848301.852,פעולות לשיקום האסיר,,,,70000,
06,8483|848|84|8,1.848306.881,השתת' לעמותה לשיקום האסיר,,,,50000,
07,8483|848|84|8,1.848307.882,השתת' לעמותת אל סם סניף ת א,,,,30000,
15,8484|848|84|8,1.848415.124,החזר הוצאות,,,,8000,
17,8484|848|84|8,1.848417.126,הבראה,,,,4000,
18,8484|848|84|8,1.848418.127,השתתפות באחזקת רכב01,,,,1000,
13,8484|848|84|8,1.848413.130,תשלומים מיוחדים,,,,5000,
15,8484|848|84|8,1.848415.181,מיסים וביטוח לאומי,,,,13000,
16,8484|848|84|8,1.848416.182,קופות גמל והשתלמות,,,,21000,
16,8484|848|84|8,1.848416.230,משימה חולפת01,,,,84000,
18,8484|848|84|8,1.848418.881,השתת' לאגודה לבריאות הציבור0סובו,,,,120000,
25,8484|848|84|8,1.848425.411,שכר דירה,,,,88000,
24,8484|848|84|8,1.848424.881,הפעלת מועדון למכורי סמים,,,,277000,
16,8481|848|84|8,1.848116.670,סעיף שאינו חוזר,,,,0,
37,8481|848|84|8,1.848137.670,סעיף שאינו חוזר,,,,0,
91,8481|848|84|8,1.848191.110,משכורת כוללת,,,,350000,
97,8481|848|84|8,1.848197.124,החזר הוצאות,,,,27000,
99,8481|848|84|8,1.848199.126,הבראה,,,,16000,
91,8481|848|84|8,1.848191.127,השתתפות באחזקת רכב 0 4,,,,47000,
95,8481|848|84|8,1.848195.130,תשלומים מיוחדים,,,,51000,
97,8481|848|84|8,1.848197.181,מיסים וביטוח לאומי,,,,75000,
98,8481|848|84|8,1.848198.182,קופות גמל והשתלמות,,,,89000,
98,8481|848|84|8,1.848198.230,משימות חולפות01,,,,88000,
97,8481|848|84|8,1.848197.310,שעות נוספות רשומות,,,,7000,
04,8511|851|85|8,1.851104.831,הקצבה שוטפת למועצה הדתית,,,,17900000,
04,8611|861|86|8,1.861104.110,משכורת כוללת,,,,427000,
01,8611|861|86|8,1.861101.124,החזר הוצאות,,,,30000,
03,8611|861|86|8,1.861103.126,הבראה,,,,22000,
04,8611|861|86|8,1.861104.127,השתתפות באחזקת רכב 0 3,,,,41000,
08,8611|861|86|8,1.861108.130,תשלומים מיוחדים,,,,87000,
07,8611|861|86|8,1.861107.170,סעיף שאינו חוזר,,,,0,
01,8611|861|86|8,1.861101.181,מיסים וביטוח לאומי,,,,78000,
02,8611|861|86|8,1.861102.182,קופות גמל והשתלמות,,,,84000,
01,8611|861|86|8,1.861101.310,שעות נוספות רשומות,,,,1000,
05,8611|861|86|8,1.861105.411,שכר דירה ודמי חכירה,,,,10000,
09,8611|861|86|8,1.861109.431,מים,,,,1000,
02,8611|861|86|8,1.861102.433,ביטוח,,,,9000,
03,8611|861|86|8,1.861103.434,תקוני מבנים  מתקנים ואינונטר,,,,6000,
04,8611|861|86|8,1.861104.435,חשמל ואנרגיה,,,,10000,
06,8611|861|86|8,1.861106.437,שמירה,,,,110000,
06,8611|861|86|8,1.861106.461,צרכי משרד,,,,6000,
08,8611|861|86|8,1.861108.463,טלפונים,,,,29000,
01,8611|861|86|8,1.861101.610,כיבודים,,,,5000,
04,8611|861|86|8,1.861104.670,סעיף שאינו חוזר,,,,0,
09,8611|861|86|8,1.861109.691,מערכות מידע ומחשוב,,,,110000,
04,8611|861|86|8,1.861104.751,נקיון משרדי הרשות,,,,17000,
04,8611|861|86|8,1.861104.784,ארועים ופעילויות קליטה בקהילה,,,,145000,
05,8611|861|86|8,1.861105.785,פרויקט סטרייב,,,,180000,
07,8611|861|86|8,1.861107.932,ציוד ורהוט משרדי,,,,6000,
02,8612|861|86|8,1.861202.671,סעיף שאינו חוזר,,,,0,
01,8612|861|86|8,1.861201.751,פעילות למדענים עולים,,,,85000,
07,8612|861|86|8,1.861207.781,תכנית לצעירים,,,,35000,
01,8612|861|86|8,1.861201.784,מרכז תרבות,,,,160000,
02,8612|861|86|8,1.861202.785,מועדוני עולים,,,,80000,
03,8612|861|86|8,1.861203.786,תוכנית לעולי קווקז,,,,22000,
06,8612|861|86|8,1.861206.789,מקהלת עולים וטרנים ופנסיונרים,,,,40000,
04,8612|861|86|8,1.861204.851,פרויקט נערות עולות במצוקה,,,,338000,
05,8612|861|86|8,1.861205.852,מנהיגות צעירה לקהילה אתיופית,,,,54000,
06,8612|861|86|8,1.861206.853,קייטנות קיץ,,,,35000,
07,8612|861|86|8,1.861207.854,פרוייקט נוער עולה בסיכון,,,,141000,
08,8612|861|86|8,1.861208.855,מנהיגות חברתית בקרב עולים,,,,28000,
09,8612|861|86|8,1.861209.856,תגבור לימודי לתלמידים,,,,149000,
01,8612|861|86|8,1.861201.857,פעילות ספורט לעולים,,,,125000,
09,8612|861|86|8,1.861209.864,מגשרת אתיופית,,,,51000,
01,8612|861|86|8,1.861201.865,ספר עד הבית,,,,45000,
04,8612|861|86|8,1.861204.981,ציוד וריהוט לחדרי מורשת,,,,8000,
06,8710|871|87|8,1.871006.110,משכורת כוללת,,,,2209000,
03,8710|871|87|8,1.871003.124,החזר הוצאות,,,,115000,
05,8710|871|87|8,1.871005.126,הבראה,,,,110000,
06,8710|871|87|8,1.871006.127,השתתפות באחזקת רכב 0 22,,,,415000,
01,8710|871|87|8,1.871001.130,תשלומים מיוחדים,,,,507000,
03,8710|871|87|8,1.871003.181,מיסים וביטוח לאומי,,,,465000,
04,8710|871|87|8,1.871004.182,קופות גמל והשתלמות,,,,416000,
04,8710|871|87|8,1.871004.230,משימה חולפת01,,,,62000,
03,8710|871|87|8,1.871003.310,שעות נוספות רשומות,,,,108000,
09,8710|871|87|8,1.871009.340,שעות נוספות מיוחדות,,,,63000,
07,8710|871|87|8,1.871007.411,שכר דירה,,,,53000,
04,8710|871|87|8,1.871004.433,ביטוח,,,,52000,
05,8710|871|87|8,1.871005.434,תקוני מבנים  מתקנים ואינונטר,,,,13000,
01,8710|871|87|8,1.871001.439,אחזקת בנייני העירייה0השתתפות,,,,350000,
08,8710|871|87|8,1.871008.461,צרכי משרד,,,,42000,
09,8710|871|87|8,1.871009.462,ספרים ועתונים,,,,10000,
01,8710|871|87|8,1.871001.463,טלפונים,,,,59000,
02,8710|871|87|8,1.871002.464,דאר,,,,4000,
09,8710|871|87|8,1.871009.510,נסיעות  ואש ל,,,,6000,
03,8710|871|87|8,1.871003.521,הדרכה וכנסים,,,,15000,
04,8710|871|87|8,1.871004.522,גיבוש יחידתי,,,,4000,
05,8710|871|87|8,1.871005.531,אחזקת רכב,,,,55000,
06,8710|871|87|8,1.871006.532,בטוח רכב,,,,26000,
07,8710|871|87|8,1.871007.533,שכירת רכב,,,,40000,
08,8710|871|87|8,1.871008.534,דלק ושמן,,,,40000,
07,8710|871|87|8,1.871007.541,אחזקת מכשירי קשר,,,,30000,
03,8710|871|87|8,1.871003.610,כיבודים,,,,12000,
08,8710|871|87|8,1.871008.680,הוצאות מיוחדות,,,,5000,
02,8710|871|87|8,1.871002.691,מערכות מידע ומחשוב,,,,250000,
04,8710|871|87|8,1.871004.693,מחשוב יחידתי,,,,20000,
